Tweet,ID
"""Employer not enforcing social distancing. Employer not providing PPE such a gloves, masks, face shields, etc.Business operating even though business classified as nonessential.The unnecessary hazards present in my workplace are fourfold: The hospital is not enforcing social on the unit nor during treatment groups. They are trying, but our clients are routinely exposed to each other and staff during treatment groups and while being transported in a line. PPE is limited, and the provided mask is comically small for my face. I can feel air rushing in around the seal with each breath. I asked for a better mask or respirator when a mysterious respiratory illness ripped through all 20 of my patients last week, but was told they were extremely limited and being saved for some ambiguous time. No face shields are available, even after request. Gloves are readily available, thankfully. Although the state hospital is clearly an essential business, mental health therapists are being forced to report to work for face-to-face groups when they could very easily be conducted via teleconference. The rehabilitation department is a prime example of this, as they were deemed non-essential to the safety and security of the hospital until the emergency paid sick leave (FFCRA) was passed. Conveniently, the rehab dept. has now been deemed essential and are being forced to conduct groups in-person, although no members of the rehabilitation department are allowed on the designated ""isolation unit,"" as they are non-essential to the safety and security of the patients. Their presence simply exposes out clients and staff to more possible sources of the virus and jeopardizes the health of our clients."" - Logansport State Hospital in Logansport, IN",C-1573720
"""Covid-19 is being reported all over every building here at Allison Transmission, they have ABM which is an outside contractor clean up after anyone sick. They spray down things and wipe it right up and continue to work and don't even wipe down everything or give the area time to air out. This is putting more people at risk and they are being sent out as well after they have symptoms and not when they were in contact with the affected person. This is very dangerous knowing that we are taking this home to our families, I have older parents in bad health condition and if they get this from me they may not survive!"" - Allison Transmission Inc in Indianapolis, IN",C-1574810
"""Employer not providing hand sanitizer.Employer not enforcing social distancing.Employer not disinfecting/deep cleaning work place.Employer not providing PPE such as gloves, masks, face shields, etc.Other:Confirmed positive cases have occurred and only select people sent home who were exposed to individuals. My understanding is a union representative was confirmed positive and has been all throughout plant. with everyone having exposure. Another confirmed positive too. Plant needs to be shutdown and thoroughly sanituzed. Out of hand sanitizer for each department.  It is only available at front entrance and sometimes time clock. No mask provided. 6 foot social distancing impossible to do 100% of the time."" - Allison Transmission in Indianapolis, IN",C-1577630
"""No PPE provided (masks, gloves), no social distancing, no disinfectant for cleaning."" - Mt. Olive Manufacturing Inc. in Mooresville, IN",C-1579287
"""Employees testing positive for Covid-19 and employer will not sanitize the plant or shut down."" - Keystone RV Company in Goshen, IN",C-1589808
"""Several employees have tested positive for COVID-19."" - Wildwood Health Care in Indianapolis, IN",C-1594845
"""1. Employer not enforcing social distancing2. Not changing mask between paitents"" - Castleton Ortho in Indianapolis, IN",C-1595817
"""1. Employer not providing PPE such as gloves, masks, face shields, etc.2. Bird and Bird Feces in the work areas"" - Indiana Precast in Columbus, IN",C-1595838
"""1.  Employer not enforcing social distancing2.  Business operating even though business classified as nonessential"" - Indiana Twins in Martinsville, IN",C-1596666
"""Employer not disinfecting/deep cleaning work place"" - 3M in New Augusta, IN",C-1596673
"""Employer not providing hand sanitizer|Employer not enforcing social distancing|Employer not disinfecting/deep cleaning work place|Employer not providing PPE such as gloves, masks, face shields, etc."" - Ray Skillman in Speedway, IN",C-1597369
"""Employer not enforcing social distancing|Employer not disinfecting/deep cleaning work place|Employer not providing PPE such as gloves, masks, face shields, etc.|Other"" - Superior Essex in Fort Wayne, IN",C-1600146
"""Employer not enforcing social distancing|Other They are not making employees wear face masks. The indoor seating has not been changed to be six feet apart. The restaurant opened yesterday 5/18/2020 and operated over capacity. The Owners were aware and did nothing about it. "" - Martonys in Crown Point, IN",C-1600171
"""Employer not enforcing social distancing.Being told its okay to not wear a mask in a small room with other employees in which couldn't be 6ft apart.  Other offices do the same. But a mask has to be worn in other areas, hallways, and outside of clients houses."" - Park Center Inc in Fort Wayne, IN",C-1600775
"""Employer not enforcing social distancingEmployer not disinfecting/deep cleaning work placeEmployer not providing PPE such as gloves, masks, face shields, etc.Other:No Plexiglas barriers will be added when patrons are allowed to return to library (possibly in  June)No mask requirements for patrons; management says they can not enforceNo deep cleaning is being performed by employeesManagement is not visibly enforcing hand washing; reminders were discussed to be conveyed over intercom, but not being utilized"" - Hamilton East Public Library in Noblesville, IN",C-1600797
"""1.  Employer not enforcing social distancing.2.  Coworker has tested positive for COVID-19 and continues to report to work and/or family member of a coworker has tested positive for COVID-19 and the coworker continues to report to work.3.  Employer not disinfecting/deep cleaning work place.4.  Employer not providing PPE such as gloves, masks, face shields, etc.5.  Not enforcing employees to wear masks."" - Superior Essex in Fort Wayne, IN",C-1600806
"""Employer not enforcing social distancing|Employer not disinfecting/deep cleaning work place|Employer not providing PPE such as gloves, masks, face shields, etc."" - Superior Essex in Fort Wayne, IN",C-1601444
